Sentence	Emotion
젝키를 음방에서 다시보니 반갑군	행복
고객을 생각하는마음이 정말 멋지다생전처음으로 대기업한테 감동받아본다	행복
묵묵히 수고하고 있는 경찰및 의경도 소중한 우리 국민입니다.	행복
부럽네요 저도 아기천사가 오기를...	행복
다른건 몰라도 미국의 표현의 자유는 정말 부러웡	행복
소농민 잘하더라 ㅋㅋ	행복
기사 사진 진짜 개간지네요 ㄷㄷㄷㄷㄷㄷㄷ	행복
루니 왜케 열심히 뛰노.. 신인인줄	행복
태후기록앞지르고대박나세요	행복
짧은 경기시간이였지만 근 1년간 노력한 모습이 보여 아름다웠다.	행복
이민호는 연기도 잘하고 비_도 최고고 지금도 인기많지만 더 잘될거같다 한류인기도 독보적이고 진짜 멋진배우! 배우자체 매력도 넘치고 성실하고 인성까지 좋으니 안좋아할수가 있나 소처럼 일해주길!	행복
원탑이면서 자만히지 않고 착하고 아름다운 수지	행복
마음씨가 따뜻하군 혜리b	행복
어제 엄정화랑 신화할때가 가장 신났음	행복
"대한민국 역사상 가장 위대한 예능, 아니 가장 위대한 티비 프로그램 무한도전의 500회를 축하합니다!!!"	행복
실물봤는데 분위기개쩔고 이쁜듯	행복
이종석 인형같애 너무 잘생김	행복
박근혜 각하 덕분에 국민들이 쉴 수 있습니다	행복
진심으로 감사합니다 ..(9개구단 일동)	행복
역시 괴상한 연구는 영국이 참 잘해	행복
연기잘하시는거 같아요.	행복
베테랑의 힘은 역시 대단해	행복
컴퓨터부문에 노벨상이 있었다면 저프로그램 개발자에게 줘야한다 정말대단한사람	행복
와.... 박하선 대단하다	행복
진정한 걸크러쉬	행복
헌재 잘한다!	행복
에릭 정말 좋은 사람인 것 같음	행복
시대 영웅이십니다	행복
우와.. 역시 교황성하 ㄷㄷㄷ...	행복
자기하고싶은 욕심줄이고 팬들의견반영한다는거 감동	행복
신곡이 3곡만 추가되서 11트랙밖에 안되지만 그래도 이게 어디야...	행복
광고효과 지대로 얻네ㅋㅋ	행복
오늘 콘 최고였어요!! 프로 우리 메보!! 아프지 마여ㅠㅠ	행복
대한민국을 들썩이게 만들었던.. 도깨비.. 안녕.. 고마웠어♡	행복
"캐스터님, 너무 아름다우시네요..."	행복
오재일은 인정할수 밖이다 진심	행복
포켓몬고 대박 ㅋㅋ	행복
명품연기가 괜히 나오는게 아니네..	행복
도끼 더 콰이엇 랩 너무 잘하심...	행복
구봉서 선생님 유일한 적통 후계자 거성 박명수	행복
타격7관왕 이대호!	행복
역시 낭만닥터김사부 역시 한석규 축하드리고 앞으로도 좋은연기 보여주세요^^	행복
나지완! 난 너랑 함께할께^^ 모두 널 주목하지않고 있지만 움츠려들지말고 어깨펴!! 내년에 어디서든 활활 날아보자^^	행복
론다 인간미 있네	행복
메시 메시 메시..	행복
아이구밤새고생했쑤다	행복
문학계도 한류가....	행복
박명수씨...복 받으시길. ..	행복
완전 겸둥이 ㅠㅠ 말을 어찌 그렇게 잘할까이제 완전 기대 !!	행복
내마음의 음악대장....ㅠ	행복
이 검사 멋지네.....	행복
2000억 넘게쓰고 결국 믿을건 유스 래쉬포드!! ㄷㄷ	행복
최고!!! 최고!!!	행복
야신은 항상 옳다....	행복
진짜 ocn에서만 가능한 드라마다.. 끊는 장면도 진짜 소름끼치네	행복
그래도 홍쌤이 더 멋지다.	행복
갓영표 촌철살인 지렸다	행복
대상축하해요~! 강철연기너무좋았어요	행복
박보검 멋있음 요즘 친구들이랑 맨날 얘기함ㅋㅋ	행복
커피프린스 이후로 드라마 기다렸는데 너무 기대 됨	행복
착하게 보이는데 정말착하고 선하다	행복
마음씨가 참 고운 아이들	행복
쪽바리지만 멋진분이시네	행복
마지막 김고은 연기 ㅠㅠㅠ와....진짜..보는 내가 울컥했다z....	행복
진심 마음에서 존경심이 우러나온다...	행복
존경했습니다...	행복
김래원 박신혜 신의 한수 케미가 드라마 끌고 왔다 넘 감사해요	행복
07-09 시즌은 진짜 넘사벽	행복
신기하고 감동적이다.. 흉악한 사람보다 훨 났네..	행복
목소리가 이렇게나 좋았나 하는 생가들던데 나레이션 정말 좋은듯	행복
HOT보다 젝키 좋아했던 초딩남이 이제 30대 초반을 앞두고 있네요 ㅎㅎ 16년만에 돌아오신 젝키형아들 감사합니다!!!!	행복
역시 무도 큰형님	행복
드디어!!!! 장하다!!!	행복
항상 감사합니다 용규선수ㅠㅠㅠㅠ	행복
조현재의 MBC 러브레터서 신부님 역할이 강렬했지.	행복
박지성선수 이후로 최고의 아시아선수다.....	행복
어제 너무 재밌었음 빅뱅 홧팅~^^	행복
첼시가 너무 잘한다 ...	행복
마지막 감동이네 워 경차과시민의악수	행복
수지언니는 오저렇게 이쁘냐고ㅜㅜㅜ	행복
87학번이라 더 정감이 ㅎㅎ	행복
참석안해서 안줄줄알았는데 역시청룡	행복
과학자들 존경스럽군ㅎㅎ	행복
크 배운신분들	행복
"김연아, 박태환, 김동성 국민적 영웅으로 불렸던 이들은 뭔가 달라도 다르다!"	행복
수명이 짧은 운동선수로써 엄청난 결정이네요...부인도활동하고 지금도 적은연봉은 아니니...멋있네요참ㅋ주장이라면 고려대상이 아니다..이말이참 감동적ㅋㅋㅋ	행복
와우 멋지다 제대로 돌아가네	행복
병연이냐ㅠㅠ 이장면만 생각하면 계속 눈물이ㅠ 박보검 눈빚과 연기에 빠져버렷다..정말 대단하다 박보검	행복
첼시 토트넘 아스날만 신났네...	행복
협찬 받지 않은 것 정말 멋있네요.	행복
한석규 포스~~ 작살~~!!	행복
우리라미란씨 화이팅 당당한당신모습이멋집니다	행복
경건한 치느님.. 치멘 ㅠ	행복
저렇게 자신들의 나라가위험에 쳐햇다는걸알리려 올리픽출전할려는의지 아주 존경 스럽습니다 자국을 사랑하고 위하는 그마음 온세상에 퍼트려_음좋겟습니다	행복
오늘 포수 유강남의 역전 투런 홈런과 허프의 7이닝 1실점으로 배터리들의 활약이 가장 돋보였다!	행복
이드라마의신의한수는 공유랑 이동욱	행복
축하합니다~ 두분이서 이쁜 사랑 하시고 좋은 결실 맺었으면 좋겠어요. ^^ 진짜 잘 어울리시네요~	행복
로또하는 심정으로 예보하시는듯 ㅎㅎ	행복
소유진이뿌당ㅜㅜㅜㅜ	행복
근데 매년 꼴찌하다가 이정도 하는것도 개과천선이지	행복
현승희 노래 잘하데요	행복
국회의원 출석두 체크하는 장관...멋있다...ㅎ	행복
정말 여고생의 용기에 고맙고 미안합니다!	행복
쩌..쩐다 세배 세레모니 뜻을 외국에서 알면 어썸거릴듯	행복
대박 영화 해운대다	행복
오~~특검 잘하고 있네요~~강도를 열배 정도 업해도 될듯요~~오랫만에 박수를 오랫만에 보냅니다~~	행복
너무 좋은드라마인데 몰라주는게 짜증난다..작가님 책으로 내줘요	행복
내가 아는 스트레칭은 몸 쭉쭉 늘려서 근육 풀어주는건데 김연아한테 스트레칭은 스쿼트랑 런지라니 역시 운동선수는 다르긴 다르네	행복
"준재가 청이의 마음 속 말을 들을 수 있어서모든 기억이 돌아 오는 상황연출, 표현하는 이민호 대박이었슴"	행복
미얀마 또 가고싶다...사람들 착하고 순박하다..	행복
월 화 는 구르미로...달은 연기자가 둘 뿐이라~~~ 구르미 흠이라면 유정이가 남장 치고는 너무 예쁘다는거.....	행복
그림채가 따듯한 느낌~ 너무 좋아요	행복
사랑해요 박효신님.....	행복
유인나 예쁘다!	행복
정말 너무 멋있다.	행복
채식주의자가 생각난다	행복
완전 잘 어울려ㅜㅜㅜㅜㅜㅜㅜ믿고 봅니다!	행복
뭐야 너무 귀엽잖아!!!!	행복
민주주의!!	행복
너무 아름답다 저 두분이	행복
그래도 남아줘서 고마워요 현종선수	행복
이효리는 ♡♡입니다.	행복
단순한 반주에 수지 목소리 들어간 곡 몇개면 충분해 목소리가 넘나 이쁘니깐	행복
미래부가 나서네. 최고다!	행복
끝사랑존좋	행복
오이 오라버니 내한하면 공항에서 노숙할꾸야ㅜㅠㅠㅜㅜ	행복
멋있어요 다시봤어요 정말	행복
오바마 대통령님 존경 합니다	행복
대박... ㅎㄷㄷ .갓소라	행복
아주머니 옳은 말씀 시원하네	행복
공유님 !! 수고하셨어요 !!! 천만돌파축하드려요~~???? 다들수고하셨습니다!!!!	행복
멋지다..소신있는 발언들..	행복
대상후본데.. 꿈이 연말 시상식에 다 나가는거.. 진짜 소박하고 귀엽다	행복
일본 2020 도쿄올림픽 소개 영상은 진짜 잘만들었다	행복
공유 존멋..	행복
수민언니 보니하니 MC햇으니까 음악중심 MC도 잘할것 같네요!!화이팅!!	행복
"10년째 한결같은, 앞으로 10년도 한결같을 우리 윤아"	행복
이제 자주 방송에서 봐요!!!!!!!	행복
유인나정도면 저승사자도 반할만하지	행복
용기에 박수와 감사를 드립니다	행복
대한민국 국민의 위대한 승리입니다	행복
크으....... 잘한다 특검!!!!!!!!!!!	행복
진짜 시즌2 가자	행복
김우빈은 복받았네!와우~!	행복
보성이 동생 존경합니다....소아암 환자 를 돌보는 당신 아름답습니다...	행복
동물농장 미우새 모두 받을만 해요	행복
이영자 의리있는 모습 보기좋다	행복
감사합니다 삼성니뮤 ㅠㅠㅠ	행복
요번엔 진짜 잘 만든것 같다 +_+!!!	행복
시그널도. 시그널이었지만 싸인이 저에겐. 너무 센세이션이었어요	행복
"엘지, 기아 선수 모두 집중력과 이기려는 의지가 엄청 강했다 멋지다"	행복
"첨엔 좀 그랬는데, 열심히 하는거하며 형들 챙기는거하며, 겉으로 말하는모습하고 다른면도 많이 봤다. 군대 잘갔다왔으면ㅋ"	행복
정말 다들 연기 대박!특히 서인국 놀랍네요!	행복
잘 했구먼!!!!	행복
주인공들 모두 서로서로 캐미가 터지는듯 ㅋㅋㅋ	행복
헌재화이팅	행복
역시 그저께의 여운이 남는거 같아요굿바이 아이오아이	행복
솔직하고 귀엽네ㅋ 볼수록 매력있다ㅎ	행복
눈물과 감동이 흐르네요	행복
jtbc 감사합니다	행복
유재석 김종민은 연예계성자다	행복
초등학교 6학년때 본 에일리어2가 최고였어!!!!	행복
"와.. 모두 생각만 했지, 막상 실천 못한 일을 하셨습니다. 감사합니다"	행복
미키 부상복귀골 지렸고	행복
EU에 팔아먹은 주권을 되 찾아온 역사적인 날이다.	행복
진/짜 고급지게 이쁘다	행복
축하합니다^^ 내년에도 화이팅!!	행복
보검이 역쉬 머쪄	행복
립밤바르는게 띠꺼워 보일 수 있다고 느끼게 해준 분	행복
울컥하네요....ㅠㅠ 진심 멋지세요!!	행복
김해숙님 연기야 최고고 강하늘도 연기 진짜 좋은데.. 꼭 볼게요	행복
백만 촛불의 열기로 올 겨울은 따듯할꺼 같다	행복
이야 진심 잘생겼다	행복
자랑스러운 한국인! 당신을 존경합니다.	행복
진짜 모범적인 연옌 부부가 될거 같아요추카드려요	행복
삼둥이ㅜㅜㅜ걔들은정말 넘이뻤음	행복
오모~섹시하여라	행복
오 아이 무대 개쩐다	행복
너무 멋지십니다^^	행복
손흥민 선수 응원합니다	행복
지금 영화보고 나오는 길인데 언니가 더 좋아짐요♡♡ 슬픔&안도ㅜㅜ	행복
바리바리 양세바리 _오!!	행복
진짜 축하 ㅋㅋ 완젼 잘던짐	행복
중국 재벌들 스포츠카 전용도로 되는거아닐까? 대단	행복
이민호 눈물연기 대박 ㅠ ㅠㅠ	행복
막내 빨리 복귀해서 형님들과 완전체로 이멤버 리멤버하자	행복
내생에봄날 에서 여주 했었자나요 잘했었어요 잘할거예요	행복
김보경 솔직히... 기대이상으로 잘했다	행복
유재석 김국진 에릭남 박보검 송중기 김숙은 정말 몰고다니는 미담이 너무 많다	행복
 세배우다 너무훌륭하고 좋거든 ...	행복
놈놈놈 박창이 개간지~~	행복
흔하디 흔한 멜로들은 가라 함틋...	행복
독일은 건강 보험료 내면 병원에서 받는 모든것이 공짜다.	행복
 우리세자저하이영앞으로도 꽃길만 걷기를	행복
 감독도 몰랐을리 없고 참 대단한 우승이다	행복
평화시위 합시다	행복
ㅋㅋㅋㅋㅋㅋ 수원팬인데 진짜 서울 우승 축하합니다	행복
선수 개인 볼터치 하는 클라스부터 다르더라..	행복
뮤비는 언제 나올까요?	행복
 이준기+사극=완전대박 이던데..	행복
자랑스러운 대한민국	행복
원작 먼저 봐야겠네요~^^	행복
오스트리아 리그가 빅리그에서 오퍼 들어오는 리그다.	행복
 멋지다!!!	행복
이제 졸업이다 안뇽	행복
 정말 최고다...	행복
다른사라 회사랑 거래하면서 이익을 주느니 우리끼리 뭉쳐서 선의의 경쟁 멋지다	행복
오바마 제일 멋있음 짱^^	행복
칭찬하고 박수쳐줘야지요	행복
진짜힘든게 정기기부 하는거라고 하던데 진짜 대단하시네요~	행복
이 기사 좋아요	행복
 맥 운영체제에서도 게임가능하다는거에 너무 감사 ㅠㅠ	행복
 이것이 진정 우리가 이기는길입니다!!	행복
추운날씨 광장에 나간 우리 시민들께 경의를표함	행복
우리나라국민으로 특검 을 믿습니다!	행복
Jtbc 기자만 정신이살아있네	행복
진짜 우리나라 국민들 대단하다!!	행복
말이 필요없는 두배우..	행복
신속한 탄핵절차 진행을 위해 수고해주셔서 감사드립니다.	행복
 강남 어머니들 감사합니다	행복
생각해보면 김태균도 은근 혜자네...	행복
 남격에서 봤을때부터 응원했습니다!	행복
 빨리빨리 파악해서 바로 고쳐주니깐 이러니 고객들이 믿고 살수밖에..	행복
서인국씨~ 너무 고생 많았고 너무 멋지게 루이를 연기해 주셔서 감사합니다.	행복
위엄보소.......캬	행복
훌륭하다 오바마 대통령	행복
진짜최근들어봤던 드라마중 최고인듯..	행복
근데 김연경 경기하는거보면 참 멋지긴하더라..엄지척~~~	행복
축복합니다~~~	행복
국민의승리.탄핵이 돼기까지.	행복
진심으로 응원합니다!!	행복
할머니 용기에 박수를보낸다	행복
잘한자 잘한다 잘하고 있다 칭찬해주고 싶다..	행복
2017년에도 열일을 기대합니다!	행복
박남정은 가수로써 그 시대 한획을 그었다..	행복
그래도 이번 시즌 고생 많았습니다	행복
찬성표로 돌려주신 분들 감사합니다 .	행복
옥탑집 계단에 레드카펫이 멋있어보이긴 처음이다 기발하다	행복
이민호 연기 완전 대박.	행복
정확히 회피하면서 카운타 날리는데 그런 헛점 포착하는 눈 가지는게 쉽지 않은거지..	행복
이영애 미모는 여기서 늙었네 머네가 아닌 자기만의 미도 계시고 한국적 미가 있는 국보급임	행복
진짜 11 12화는 내용도 연기도 레전드..	행복
 당신들의 애국심은 존경합니다.	행복
 감동적이예요.^^	행복
 수상소감도 진짜 감동이였어요~	행복
 재미있게 7년동안 봤어요ㅠㅠㅎ	행복
 앞으로도 힘내시고 화이팅이요~^^♡	행복
국민들 정말 멋지십니다..	행복
 진짜 이번에 공유 역대급이었고 김고은 헤어져서 울때 나도 같이 펑펑 울었다..	행복
준플레이오프 출전 미리 축하드립니다...	행복
 IMF 때문에 힘들땐 우리가 극복했습니다...	행복
진짜 당신들의 취재력에 박수를 보냅니다.	행복
스케일이 어마어마하다.	행복
갓윤아연기 개쩐다!!!	행복
 노래 너무 좋음 정말로.	행복
진짜 멋지긴하네!!	행복
 참 영광스러운 1호구만..	행복
확실히 고해 편곡 잘했음!!	행복
특검보님 표정변화 넘 재밌었어요 ㅋㅋ	행복
 역사에 길이남을 명언을 남겼지..	행복
메시는 경기보면 감탄밖에 안 나옴	행복
항상 느끼는 거지만 작품 할 때마다 더욱 예뻐지는 것 같아요..!	행복
 중저음 보이스..ㅠㅠㅠㅠ	행복
마지막까지 안울고 다른 연습생 진심으로 축하해주는게 느껴지더라	행복
그게 오히려 깔끔하다는 생각도엘리트 여러분그동안 감사_어요^^마니 배웠습니당♥	행복
감사합니다 황두연 대표님 !ㅋ	행복
다시한번 여러분들의 근심어린 걱정과 충고에 너무 감사드립니다.	행복
 존나 그래픽좋은 세상임0	행복
오늘처럼 손님자리 꽉찬적은 처음이다...ㅠㅠㅠ	행복
댓글들 너무 감사드려요	행복
제남자친구가 2주일전 해군에 입대했는데어제편지가왔어요ㅠ_ㅠ	행복
우리 애인 감동의 눈물...	행복
외모가 그닥 화려하지 않았지만매력이 넘쳐 흐르지도 않지만너는 매순간 감동을 주는 사람이었어	행복
둘이손가락 흉내도 냄서따라하다쥐남 ㅋㅋㄱㅋㅋㅋ	행복
 답글 달아주신 두분 감사합니다.;	행복
 굉장히 유명한 트레이너겸 모델이십니다.	행복
딴손님들한테는 안주고 저한테만...	행복
날 사랑해줘서 고마웠어.	행복
매번 선톡하거나 이모티콘 인사를 해주는 울엄마 ㅠ.ㅠ따로 살지만 더 연락 많이 해야겠어요~~~	행복
좋은 꿈 꾸시고 오늘 아침도 상쾌한 하루 보내세요♡♡	행복
어제 홈런은 정말 멋졌는데..	행복
물론 이번경기 너무너무 멋있었어요^^	행복
 처음써보네요ㅠㅠㅠㅠㅜㅠ	행복
이 짧은 문장을 읽고 그날 하루종일...전..27년이라는제 인생을 잠시 돌아봤답니다....^^a	행복
 그리고 기복없는 언제나 고른 활약을 보여주시는 것 같아요...	행복
  사업/ 요리/결혼 모두 부럽고 존경합니다.	행복
최동수 화이팅!!	행복
스파이럴에서 가슴 뭉클했습니다.	행복
뿌리치신 프로정신 감동 ㅠㅠ	행복
 저는 늘 연아선수를 믿습니다..	행복
오빠가 김해 온다니 정말^^I.N.	행복
"지금 엘지에는 주전선수들이 부상으로 많이 빠져 있지만, 오히려 이런 기회가 더 두꺼운 선수층을 만들 수 있는 좋은 기회가 되는것 같습니다~!"	행복
 형님은 좋은 동료이자 친구들과 아름다운 신부 모두를 얻으셨네요.	행복
드디어 연아양을 만날수가 있겠군요!!	행복
 항상 너무 고맙고 사랑합니다	행복
 이상한 소문이 돌아도 1 위 가수 세븐틴이 아니라도 항상 내 가수여서 고맙다는 생각을 하고 있다는 거 기억해줬음 좋겠어요	행복
진짜 너무너무....	행복
언제에서 어떤 자리에 있던지 영원히 엘쥐만을 사랑하며지켜볼테니..	행복
정말 최선을 다했어...	행복
너무 멋졌어요..	행복
"부진의 부진을 거듭해도,  배트를 들고 연습배팅에 여념이 없는 그 모습에도,  늘 힘이 됩니다."	행복
언제나 응원하는 팬이 될게요^^	행복
완전 일어나서 두근두근이었습니다!!!!	행복
 그리고 나 연애처음이야.	행복
이때가 생후 6개월때 사진이네요^^	행복
 연기도 잘하는 유느 너무 완벽해요 ♥	행복
지금 연아선수 연기에 더이상 더 잘할 수가 있을까?	행복
멋집니당!!	행복
안녕하세요 승관님ㅜㅠㅠ	행복
     우연히 연아양 경기모습을 보게되었어요....	행복
나도 눈물이 날려고 하네..	행복
한번 LG는 영원한 LG입니다...	행복
연아 선수..	행복
  그렇게 잊지 못하고영원히 가슴속 깊은 곳에 새기는나 그리고 우리의 별정.형.돈.(허섭하게 시 쪼가리 흉내내는 나...	행복
 넘넘 축하드리구영~	행복
 이세상 최고의 스케이터랍니다~!!	행복
저는 엘지만을 응원하고 엘지의 선수들을 조아할것입니다...	행복
   감동이였습니다...	행복
"연아양,,, 넘 수고하셨습니다."	행복
캐럿들이 힘들어하는거 어떻게 아시고 ㅠㅠ	행복
체중계를 보고 얼마나 감격했는지..!!!!	행복
  연아양 수고햇어요...	행복
오늘 프리보면서 울었어요..	행복
환상적이고 멋진 연기 보여줬습니다 ...	행복
  요리하는것이 숙제하는것처럼 힘든저에게 용기나게 해주시고 할수 있을것같은 희망을 주셔서감사합니다!!	행복
저에게 요리의 희망을 주신분이기에 사랑할수밖에 없는 멋진분입니다	행복
" 정말 감격 ,~ 감격 또 또 !!!!!!~~~~~~~~~~"	행복
 그동안 많은일이있었고 여태잘해왔어	행복
백종원님 쯔유소스 정말 맛있네요...	행복
쿡슨의 활약에 따라 엘쥐는 강한 타선이 만들어진다....	행복
아무리 봐도 너무 대단한 거 아닌가요?	행복
연기 정말 잘하시더라구요 !!!!	행복
으엉엉ㅠㅠ연아선수~	행복
오늘 첫 1위를 했잖아요?	행복
 항상 건강하시구요	행복
주부로써 요리의 젬뱅인 저를 요리의 신세계로 이끌어주신 백주부님 제게는 신입니다	행복
놀러와 녹화 분도 보면서 입담도 잘 하시고요	행복
비록 홈런은 맞았지만...배짱투 멋있었슴다...	행복
점프하나하나 뛸때마다 조마조마하게 봤는데 클린을...!!!ㅜㅠ	행복
 오늘 교복입고 혼자 춤춘거 진짜 멋있었어요.	행복
가입한지 두달이 되어~~	행복
오늘 연기 정말 멋졌어요~	행복
 전 장문석선수를 믿습니다...	행복
 맞는옷 입어서 형 옷입으면 우리나라의 패션리더가 될거에요	행복
상준이형 형은 수비를넘넘잘해여.	행복
오래도록 기다려 왔던 세계적인 한국인 피겨선수!  연아 선수가 우리 나라에 있다는 그 자체만으로도 우리는 감격하고 있습니다.	행복
"예디 2015년 소처럼 일하시느라 고생하셨어요,"	행복
수상소감 너무 좋았어요	행복
오늘은 또 얼마나 맛있게 만들어 주실지 벌써부터 기대하고 있습니다	행복
김재현오빠는 짱먹구......	행복
부상없는 연아님의 피겨는 이제 피겨역사에 아름다운 예술과 기술이 완벽하게 어우러진 유일무이한 기록으로이미 존재하고 있습니다.	행복
"감동으로 펑펑 울게 해줘서,"	행복
백종원님의 푸근한 성품 그리고 놀라운 음식 솜씨에 반하기도 했습니다.	행복
아직 TV중계와 사진만  봤지만..넘 예뻤어요	행복
항상감사하고 고맙습니다	행복
언제나 열씸히 하는 누나모습이 아름답습니다.	행복
정말 최고의 연기였습니다.	행복
"그리고 지난 주 주말은 무도,런닝맨 본 뒤무도는 신나게 음악 만드는 모습을 보여주시고런닝맨에서는 카리스마 보습을 보여주셔서 정말 유느님이 멋있게 보였어요"	행복
6억대 연봉..	행복
어제 진짜 감동 먹었어요 ㅠ	행복
  당신의 노력과 열정...	행복
 더 이뻐지신듯...!	행복
 봐도봐도 질리지 않는..  포스가 느껴집니다..	행복
"    한번 성공이 열번의 실패를 다 없애고,           한번 실패가 열번의 성공을 다 없앤다."	행복
형..알면 알수록 멋져서 빠져 버려요.	행복
내일도 소마는 야구장에서 박용택 선수님 응원합니다 ^^	행복
서로만 믿고 같이 나가자	행복
드시는모습또한 일품이고요	행복
짱입니다	행복
  어쩜 연아양 같은 사람이 우리나라에 태어나서...	행복
무슨 요린든 간단히 쉽게  그리고 핵심을 찌르는 비법을 전수!	행복
진심이 묻어나는 수상소감 ㅠㅠ	행복
오늘 정말 브이ㅇ에서 재밌고 웃기고 활기찬 모습 보여줘서 고맙고 정말...1시간이 1분처럼 빨리 지나간 것 같네요ㅠㅠ	행복
매일 새로운 모습보여주려고 고생해서 너무 고마워ㅠㅠㅠㅠ	행복
고맙습니다 감사합니다	행복
우리나라 윗것들도 포기한 소녀상을 지켜주셔서 감사해요..ㅠㅠ	행복
촛불 감사합니다.	행복
배울점이 많은 사람	행복
캐시템 유효기간이 좀 길어졌네	행복
오~~예 박그네 대통령님 good ---!	행복
좋은이미지로 적당한 때 그만둔건 신의한수다.삼둥이 때문에 슈돌이 즐거웠습니다.건강하십시오	행복
노고에 감사드립니다	행복
사실 저게 쉽지 않은데 흉기가 있을수도있고 아무튼 용감하신분	행복
난 대구에서 태어나 먹고 자랐지만 다행히 초등학교시절 제일 좋아하던 시간인 역사시간에 선생님이 상당히 진보적인 역사교육을 해주셔서 참 다행이라고 생각한다	행복
애플은 위대하다. 고 스티브잡스 존경합니다	행복
지칠때 김연아씨 경기 보면서 힐링 많이받고있어요ㅠㅠ 멋져	행복
수고많았습니다.	행복
대단하시고 멋지십니다. 자랑스럽습니다.	행복
이예쓰! 작가님!! 맞아요!!!!!!	행복
"이해 못할 무슬림이었지만, 이것만은 기립박수쳐주고 싶다."	행복
내년에도 박보검의 열일을 응원합니다	행복
어떤 결정을 어떻게 내리든 언제나 응원하고 함께할께요	행복
정부는 세계적 망신이지만 국민들의 대응은 자랑스럽다	행복
특검 힘내세요~~	행복
그래주면 우리가 고맙고 미안하고 그렇네...	행복
블리자드감사합니다^^	행복
일본은 모든 상품과 건물들이 이쁘게 디자인 되어 있다.지금 한국은 미적 감각이 크게 결여되어 있음.	행복
고생하셨슴다 홍포 !	행복
믿고보는 jtbc 응원합니다.	행복
무한도전 오래오래 함께해요 우리~	행복
응 봄에서 여름만 심한거 잘 알고있어~~	행복
박보검♡김유정 이들이 드라마를 멋지게 살림♡	행복
수고하셨습니다 당신은 최선을 다 했어요	행복
젝스키스팬은아니었지만토토가를통해추억을선물해주신거에대해서감사드리고항상응원합니다!!	행복
엄마사랑합니다. ㅜㅠ	행복
아쉽지만 잘했어요 미나!!	행복
뻐스기사님들 힘내세요 항상감사드려요~~~	행복
대단하시네요.. 열흘동안힘드셨을텐데	행복
다행이네요 남은생 별탈없이 잘지냈면 좋겠군요	행복
지금 한참 기성용 컨디션 좋던데 한혜진의 힘이 크다	행복
처음부터. 이런득탬에. 입사하려고개고생했을. 노력의 결실이라고 하자	행복
응 니들은 하지마형이 다즐기고 다닐께 고마워	행복
새해에도 건강하고 콘서트 많이 해주세요. 응원합니다. 민경훈 화이팅	행복
와이지 젝키 컴백시켜주셔서 감사합니다..	행복
좋은 글 감사합니다~	행복
특검 ㅡ화이팅 ~~^^♡	행복
천황폐하 수고하셨습니다.	행복
아ㅜ아버지 어머니들 힘내세요..	행복
"필 선수 그동안 정말 고마웠습니다, 앞으로도 꾸준히 좋은 성적 내주길 응원합니다"	행복
구르미 찍느라 박보검 수고했다	행복
여전히 멋진 신성우~~진심으로 축하합니당~~^^	행복
그래도 경찰은 국민과 공감한다~굿잡	행복
검찰은 영 믿음이 법원 그래도 살아있네	행복
고맙습니다..*^^*	행복
고마워 지금까지 버텨줘서고맙고 앞으로도 승승장구하자 사랑해♡	행복
문자테러 받을텐데 용기있네. 엄지척!	행복
오~방송출연 기다렸습니다	행복
그동안 기복없이 계속못하는거 보다 기복있어도 이렇게 해주는게 훨났다	행복
정말 고마운 일이네요~^^	행복
제보한 시민들 응원합니다!!	행복
같이 죽고 같이 환생하는거 아님? ㅋㅋㅋㅋ망_ㅋㅋㅋㅋㅋ	행복
이여진기상캐스터의 살스는 진리다~~	행복
서울대 인권센터연구팀 너무 감사합니다. ㅠㅠ. 지원해준 서울시도 감사. 저 원본 유네스코에 등재합시다!!!!! 박근혜가 망쳐버렸지만 역사의 증거는 변하지 않으니까요.	행복
개봉 타이밍이 신의 한수	행복
대통령님! 화이팅!! 존경합니다.	행복
네이버가 짱인듯....	행복
정말 대단한 일을 또 해내셨네요 싸이가~~!! 축하드립니다!!	행복
시청자의 한 사람으로써 재미있는 프로그램 제작을 위해 열일해주셔서 항상 감사합니다	행복
완벽한 결말을 위해 힘들지만 저희가 기달리겠습니다♡	행복
감사히 무 베팅하겠습니다	행복
애국자 노승일모든국민이 응원합니다..	행복
힘드시겠지만 우리 어민을 위해 쏴버리세요.^^	행복
그래도 고생했어요~~~	행복
좋은기사 여러사람과 공유했네요 감사	행복
드라마 한편 본거같네. 고맙다 nc	행복
소방대원분들 감사드립니다.	행복
 캐릭터 잘살림♡	행복
울아빠 울산현기차30년차.	행복
넥센 히어로즈여 고맙다 고마워....	행복
감사합니다.	행복
택배기사님 정말 감사합니다~ 죄송합니다~	행복
루핸진 순조로운 한화행 좋아지고 있다	행복
용기 있는 증언 정말 감사드립니다	행복
그나마 일본 법으로 다룰수 잇는거에 감사합니다	행복
당신이 남긴 주옥같은 명곡들을 들을수 있음을 감사합니다 ~~편안하게 돌아가셨다니~~~~~	행복
 덴마크 사법당국 화이팅!!!	행복
일들이 너무 많고 특검팀들 너무 고될거같아요..	행복
 그렇지만 오빠의 결정이 너무 멋있고 솔직하게 말해주어서 너무 고마웠어요	행복
그 중심엔 갓숙이 조율을 잘한것같다	행복
이래서 오바마가 멋져!!!	행복
그리고 감사합니다	행복
신뢰를 지키는 결정입니다.	행복
 독립 운동가 분들께 진심 감사드린다	행복
 그래도 화이팅입니다	행복
